,translation
2331,"{'prefix': 'translate Hinglish to English: ', 'input': 'mein jarur watch karunga', 'target': 'I should go and watch it'}"
2332,"{'prefix': 'translate Hinglish to English: ', 'input': 'isme aapko sikh milega ki race matter nahi karte', 'target': 'It teach you that the race it doesn’t matter '}"
2333,"{'prefix': 'translate Hinglish to English: ', 'input': 'voh ache acting hein', 'target': 'she did good acting I guess'}"
2334,"{'prefix': 'translate Hinglish to English: ', 'input': 'hard life hein us foster bache ka', 'target': 'hard life of foster child'}"
2335,"{'prefix': 'translate Hinglish to English: ', 'input': 'mein jarur aapko recommend karunga', 'target': 'You should I recommend it '}"
2336,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan.. specially us kid ka acting is movie mein tho badiya hein', 'target': 'Yes specially with the acting of the kid mike '}"
2337,"{'prefix': 'translate Hinglish to English: ', 'input': 'lakin yeh sad movie hein', 'target': 'But at the same time is a sad movie '}"
2338,"{'prefix': 'translate Hinglish to English: ', 'input': 'kyon ki uska parent us kid ka kuch dyan nahi rakhte..', 'target': 'Because how a parent can’t take care of the kid when you have it '}"
2339,"{'prefix': 'translate Hinglish to English: ', 'input': 'Well I guess life better hogi', 'target': 'well I guess life gets better'}"
2340,"{'prefix': 'translate Hinglish to English: ', 'input': 'Tumhe Good family kab milege?', 'target': 'when you have good family'}"
2341,"{'prefix': 'translate Hinglish to English: ', 'input': 'Yes, ye movie tumhe batayegi', 'target': 'Yes and this movie will tell you '}"
2342,"{'prefix': 'translate Hinglish to English: ', 'input': 'Wo ek Good interior designer hai', 'target': 'she is a good interior designer'}"
2343,"{'prefix': 'translate Hinglish to English: ', 'input': 'Aur Adoption ka meaing Cas Fast I hai', 'target': 'and the meaning of adoption is cas fast I '}"
2344,"{'prefix': 'translate Hinglish to English: ', 'input': 'Wo hamesha se uski side thi', 'target': 'she was always at his side'}"
2345,"{'prefix': 'translate Hinglish to English: ', 'input': 'Yes mujhe Movie me uski acting se pyaar hai', 'target': 'Yes I love her acting in the movie '}"
2346,"{'prefix': 'translate Hinglish to English: ', 'input': 'Ye Important hai', 'target': 'that is important'}"
2347,"{'prefix': 'translate Hinglish to English: ', 'input': 'Aur jitni bhi Movie unhone ki hai Usne Amazing kaam kiya hai', 'target': 'And in all movies does she does it’s amazing '}"
2348,"{'prefix': 'translate Hinglish to English: ', 'input': 'Isne ise Succeed banaya hai', 'target': 'that made him succeed'}"
2349,"{'prefix': 'translate Hinglish to English: ', 'input': 'yes totally', 'target': 'Yes totally '}"
2350,"{'prefix': 'translate Hinglish to English: ', 'input': 'Re ek aisa part hai jo ki bahut hilarious hai jab ve mike ko clothes kharidne ki try karte hai, uska face hilarious tha haha', 'target': 'The re is a part that’s it’s hilarious when they try to buy clothes to mike her face was hilarious haha'}"
2351,"{'prefix': 'translate Hinglish to English: ', 'input': 'gand leader ne mujhe dhamki di', 'target': 'gang leader threaten him'}"
2352,"{'prefix': 'translate Hinglish to English: ', 'input': 'par michael ne  really spirrit show ki', 'target': 'but michael really showed spirrit'}"
2353,"{'prefix': 'translate Hinglish to English: ', 'input': 'Han me totally agree hun', 'target': 'Yes I totally agree '}"
2354,"{'prefix': 'translate Hinglish to English: ', 'input': 'tumhe ise watch karna chahiye', 'target': 'You should watch it '}"
2355,"{'prefix': 'translate Hinglish to English: ', 'input': 'baat karne me nice hai', 'target': 'nice to talk'}"
2356,"{'prefix': 'translate Hinglish to English: ', 'input': 'bye', 'target': 'bye'}"
2357,"{'prefix': 'translate Hinglish to English: ', 'input': 'namaste aap kaise hain?', 'target': 'Hi, how are you?'}"
2358,"{'prefix': 'translate Hinglish to English: ', 'input': 'achchha aap kaise hain', 'target': 'Good how about you'}"
2359,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya aapane kabhee jaws dekha hai?', 'target': 'Have you ever seen jaws?'}"
2360,"{'prefix': 'translate Hinglish to English: ', 'input': 'nahin, mainne nahin kiya hai. achchhee hai?', 'target': ""No I haven't. Is it good?""}"
2361,"{'prefix': 'translate Hinglish to English: ', 'input': 'yah aashcharyajanak hai. yah ek aise vyakti ke baare mein hai jo apane samudr tat ke shahar ko paagal shaark se bachaane kee koshish kar raha hai', 'target': ""It is amazing. It's about a man trying to save his beach side town from a crazy shark""}"
2362,"{'prefix': 'translate Hinglish to English: ', 'input': 'la la laind ke baare mein kya? kya aapako lagata hai ki dekha hai?', 'target': 'What about LA LA land? Have you seen that?'}"
2363,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya aap kahenge ki isaka sukhad ant hua hai?', 'target': 'Would you say it has a happy ending to it?'}"
2364,"{'prefix': 'translate Hinglish to English: ', 'input': 'mainne la la bhoomi bhee nahin dekhee hai. tum kisakee siphaarish karana chaahoge?', 'target': ""I haven't seen LA LA land either. Which one would you recommend?""}"
2365,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan. ve shaark ko maarate hain aur ant mein aaraam karane aur khush hone ke lie milate hain', 'target': 'Yes. They kill the Shark and get to relax and be happy in the end'}"
2366,"{'prefix': 'translate Hinglish to English: ', 'input': 'ajee yaar, bigaadata hai haaha', 'target': 'Aw man, spoilers haha'}"
2367,"{'prefix': 'translate Hinglish to English: ', 'input': 'eemaanadaaree se main jabade kee siphaarish karoonga. yah itanee behatareen klaasik philm hai', 'target': ""Honestly I would recommend jaws. It's such a great classic movie""}"
2368,"{'prefix': 'translate Hinglish to English: ', 'input': 'kyon nahin la la laind? kya aapako yah pasand nahin hai?', 'target': 'Why not La La land? Do you not like it?'}"
2369,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya shailee la la bhoomi hai?', 'target': 'What genre is La La land? '}"
2370,"{'prefix': 'translate Hinglish to English: ', 'input': 'la la bhoomi theek hai, lekin yah yahoodiyon kee kaarravaee kee tulana nahin karata hai. main ise 7.8 deta hoon jabaki jabade 9.1 hai', 'target': ""LA LA land is OK but it doesn't compare to the action of Jews. I give it a 7.8 whereas jaws is a 9.1""}"
2371,"{'prefix': 'translate Hinglish to English: ', 'input': 'la la bhoomi ek sangeetamay romaantik komedee hai', 'target': 'LA LA land is a musical romantic Comedy'}"
2372,"{'prefix': 'translate Hinglish to English: ', 'input': 'hamm, tum mujhe jabade ke baare mein thoda aur samajhaane ke lie ho sakata hai kyonki main pahale se hee ant jaanata hoon. jab se aapane kaha tha ki la la laind ek romaantik komedee hai, kya joz mein koee romaans hai?', 'target': 'Hmm, you might have to convince me a little more about Jaws just because I already know the ending. Since you said LA LA Land is a romantic comedy, is there any romance in Jaws?'}"
2373,"{'prefix': 'translate Hinglish to English: ', 'input': 'aur kya la la laind ek vaastavik kahaanee par aadhaarit hai?', 'target': 'And is LA LA Land based on a real story?'}"
2374,"{'prefix': 'translate Hinglish to English: ', 'input': 'nahin, jabade mein thoda romaans hai', 'target': 'No. Jaws has little romance'}"
2375,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya tumhare paas Dunkirk hai', 'target': 'have you Dunkirk?'}"
2376,"{'prefix': 'translate Hinglish to English: ', 'input': 'Dekh liye?', 'target': 'seen?'}"
2377,"{'prefix': 'translate Hinglish to English: ', 'input': 'nahi kya hai wo?', 'target': 'no what is that?'}"
2378,"{'prefix': 'translate Hinglish to English: ', 'input': 'Wo movie hai jo hame discuss karni hai', 'target': 'its the movie we need to discuss'}"
2379,"{'prefix': 'translate Hinglish to English: ', 'input': 'To discuss karlo kyuki maine nahi dekhi hai, but use christopher nolan ne direct ki hai', 'target': 'then discuss cause I have nt seen it. but I see christopher nolan directed it'}"
2380,"{'prefix': 'translate Hinglish to English: ', 'input': 'Haan, mera favorite director', 'target': 'Yep, my Favourite director'}"
2381,"{'prefix': 'translate Hinglish to English: ', 'input': 'Aisa lagta hai k dunkirk uska latest project tha aur usko har jagah se high marks mile hai', 'target': 'it seems dunkirk was his latest project and has gotten high marks across the board'}"
2382,"{'prefix': 'translate Hinglish to English: ', 'input': 'Maine usne sabhi movie dekhi hai but ise miss kar gaya', 'target': 'I have a watched all his movies but missed out in this one'}"
2383,"{'prefix': 'translate Hinglish to English: ', 'input': 'Haan critically aur commercially appreciate hui hai', 'target': 'yep appreciated critically and commercially  '}"
2384,"{'prefix': 'translate Hinglish to English: ', 'input': 'Is movie Dunkirk k baad sochta hu wo aur mainstream kyu nahi hota', 'target': 'after this movie DUNKIRK. I wonder why he hasnt been more mainstream'}"
2385,"{'prefix': 'translate Hinglish to English: ', 'input': 'frankly uski movies me jyada meaning aagayi aur jyada majedaar same time pe hogayi', 'target': 'frankly his movies have got lot more meaning and are more fun at the same time'}"
2386,"{'prefix': 'translate Hinglish to English: ', 'input': 'aisa lagta hai k khoju usne Dunkirk k alawa aur kaunsi film ki hai', 'target': 'make me really want to figure out what other films besides DUNKIRK that he also did besides DUNKIRK.'}"
2387,"{'prefix': 'translate Hinglish to English: ', 'input': 'Batman series, Interstellar, Inception', 'target': 'The batman series, Interstellar, Inception'}"
2388,"{'prefix': 'translate Hinglish to English: ', 'input': 'bas kuch naam', 'target': 'just to name a few'}"
2389,"{'prefix': 'translate Hinglish to English: ', 'input': 'hum ye karne k liye allowed hai? I mean kar sakte hai topic pe rahne k liye since hum dono ne dunkirk nahi dekhi hai', 'target': 'are we allowed to do that? I mean it is kind of to stay on topic when both of us havent seen dunkirk'}"
2390,"{'prefix': 'translate Hinglish to English: ', 'input': 'to wo ek war movie hai?', 'target': 'so its a war movie?'}"
2391,"{'prefix': 'translate Hinglish to English: ', 'input': 'well , uski first batman movie rewatch karne k baad mujhe laga usne first batman animation series se kaafi inspirations liye hai night life ke liye. Wo hamesha dark aur yellow rahta tha', 'target': 'well then...after rewatching his first batman move i felt that he took inspirations for the first batman animation series cause the way the night life were. it was almsot always dark and yellow'}"
2392,"{'prefix': 'translate Hinglish to English: ', 'input': 'Maine suna hai movies yaha depressing hai.', 'target': 'i heard the movies is depressing in here?'}"
2393,"{'prefix': 'translate Hinglish to English: ', 'input': 'Well, wo ek war film hai mujhe nahi pata usko kaise light hearted bana sakte ho aur usme germany hai to...', 'target': ""well..it is a war film don't know how you can make it light hearted and they have germany  so...""}"
2394,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan, yah sach hai, Nolan bhee apane sense of humour ke lie nahin jaana jaata he', 'target': 'yea thats true, also Nolan isnt known for his sense of humour'}"
2395,"{'prefix': 'translate Hinglish to English: ', 'input': 'oh abhee yaad aaya ki 1940 kyon itana captivating tha. Yah WWII kee shuruaat thee isalie ... isane ise aur bhee depressing bana diya', 'target': 'oh just remmbered why 1940 was so captivating. it was the start of WWII so...thats makes it even more depressing'}"
2396,"{'prefix': 'translate Hinglish to English: ', 'input': 'aalochakon ne ise rave reviews diya hai, aur ise ek accha chance hai oscars ke liye', 'target': 'The critics have given it a rave reviews, and it has a good chance at he oscars'}"
2397,"{'prefix': 'translate Hinglish to English: ', 'input': 'of course Main nolan ke style ko samajh nahi paaya , jaise ki  michael bay be aur  tim burton sabhee kee apanee style hai', 'target': ""of course I havent' caught on to what style nolan has, like michael bay and tim burton all have their styles""}"
2398,"{'prefix': 'translate Hinglish to English: ', 'input': 'yeh True baat hai.', 'target': 'True that'}"
2399,"{'prefix': 'translate Hinglish to English: ', 'input': 'main interstellar ke actor ko pasand nahin karta hoon, that matthew guy. Usme baare mein sochoon to kuch off lagta hai.', 'target': 'I dont liike the actor in interstellar, that matthew guy. somesthing off about him'}"
2400,"{'prefix': 'translate Hinglish to English: ', 'input': 'Ye Tom Hardy, Harry kee style hai.', 'target': 'there Tom Hardy, Harry s tyles'}"
2401,"{'prefix': 'translate Hinglish to English: ', 'input': 'tom haardee ek director? ye kab hua?', 'target': 'tom hardy a director? when that happened?'}"
2402,"{'prefix': 'translate Hinglish to English: ', 'input': 'koee  Actor nahin', 'target': 'No the Actor'}"
2403,"{'prefix': 'translate Hinglish to English: ', 'input': 'yyep , exactly mein vah achchha hai ?', 'target': 'yyep exactly is he good?'}"
2404,"{'prefix': 'translate Hinglish to English: ', 'input': 'fwfwfwfw', 'target': 'fwfwfwfw'}"
2405,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe ek movie gyat he jo tum shayad like karo', 'target': 'I know a movie you may like'}"
2406,"{'prefix': 'translate Hinglish to English: ', 'input': 'movie ka subject kya he?', 'target': ""What's the movie about?""}"
2407,"{'prefix': 'translate Hinglish to English: ', 'input': 'ye actually, ek tarah se musical he', 'target': ""It's actually sort of a musical""}"
2408,"{'prefix': 'translate Hinglish to English: ', 'input': 'ye to great news he! me musical like karta hu.kya movie me koi big name wala actor he?', 'target': ""That's great! I love musicals. Are there any big name actors in the movie?""}"
2409,"{'prefix': 'translate Hinglish to English: ', 'input': 'Ryan Gosling', 'target': 'Ryan Gosling'}"
2410,"{'prefix': 'translate Hinglish to English: ', 'input': 'Thik! muje lagtha hein ki is movie ka review toh badiya nikhli Rotton tomatoes aur kuch sites mein bhi', 'target': 'Nice! It looks like the movie has pretty great ratings on Rotten Tomatoes and other review sites'}"
2411,"{'prefix': 'translate Hinglish to English: ', 'input': 'is mein Emma stone bhi hein yar', 'target': 'It also has Emma Stone'}"
2412,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya aap ko is movie ko pasand hein?', 'target': 'Do you think you would like the movie?'}"
2413,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje toh pasand hein', 'target': 'I would love it.'}"
2414,"{'prefix': 'translate Hinglish to English: ', 'input': 'mein soch rahe thi ki muje toh is movie bahut pasand aayega', 'target': 'I think I would love it as well'}"
2415,"{'prefix': 'translate Hinglish to English: ', 'input': 'voh critics toh bahut pasand hein', 'target': 'The critics love it.'}"
2416,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya aapko movies ka dancing pasand hein', 'target': 'do you like dancing in movies?'}"
2417,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan yar', 'target': 'I do! '}"
2418,"{'prefix': 'translate Hinglish to English: ', 'input': 'aap us do key scene ke baare mein kya sochte hein? konsa vali jyada interesting hein', 'target': 'What do you think of the two key scenes? Which one sounds more interesting to you?'}"
2419,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mein chahata hu koi bhi first person kisi ko soulful music bajate dekhe', 'target': 'I would like the first one just to see someone playing music soulfully'}"
2420,"{'prefix': 'translate Hinglish to English: ', 'input': 'I agree. mujhe lagta hai woh scene interesting hai', 'target': 'I agree. I think that scene sounds interesting'}"
2421,"{'prefix': 'translate Hinglish to English: ', 'input': 'meine abhi dekha ismein Jhon Legend hai', 'target': 'I just saw it has John Legend in it'}"
2422,"{'prefix': 'translate Hinglish to English: ', 'input': 'waih nahi hai, jaise ek legend or something', 'target': ""Isn't he, like, a legend or something?""}"
2423,"{'prefix': 'translate Hinglish to English: ', 'input': 'hahah mujhe yesa lagta hai', 'target': 'Haha I think so! '}"
2424,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe lagta hai new scene, jaha Mia ek decide kiya one-woman play write karne ka sunkar accha laga', 'target': 'I think the new scene, where Mia decides to write a one-woman play sounds cool'}"
2425,"{'prefix': 'translate Hinglish to English: ', 'input': 'Yeh LA mein hai', 'target': ""It's in LA.""}"
2426,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe setting pasand hai', 'target': 'I do like the setting'}"
2427,"{'prefix': 'translate Hinglish to English: ', 'input': 'Waih bhi ek cool character jaise lagti hai', 'target': 'She does sound like a cool character'}"
2428,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mein khud New York person hu', 'target': ""I'm more of a New York person myself""}"
2429,"{'prefix': 'translate Hinglish to English: ', 'input': 'Woh dono dilchasp lagthe hai.New York ek achha jagah hai.', 'target': 'They both sound interesting. New York is a great place as well! '}"
2430,"{'prefix': 'translate Hinglish to English: ', 'input': 'LA ek flat jagah hai na?', 'target': ""LA is so flat isn't it?""}"
2431,"{'prefix': 'translate Hinglish to English: ', 'input': 'hollywood ke buri news edhar se aathi hai', 'target': 'And all that nasty stuff in the news about Hollywood'}"
2432,"{'prefix': 'translate Hinglish to English: ', 'input': 'sahi hai.  bahut mahanga hai', 'target': 'Yeah, it is. And expensive! '}"
2433,"{'prefix': 'translate Hinglish to English: ', 'input': 'mausam badi achhi hai', 'target': 'The warm climate is appealing though'}"
2434,"{'prefix': 'translate Hinglish to English: ', 'input': 'aap ko jazz achha lagtha hai?', 'target': 'Do you like jazz?'}"
2435,"{'prefix': 'translate Hinglish to English: ', 'input': 'my jazz ki sarahana kar saktha hoon, par yeh mere pasandeeda shaliyon me se nahi hai.kya aap ko hai?', 'target': ""I can appreciate jazz, but it's not one of my favorite genres. Do you?""}"
2436,"{'prefix': 'translate Hinglish to English: ', 'input': 'mera bhi pasandeeda nahi hai', 'target': 'not my favorite either'}"
2437,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe sangeet me purve vivek aur kala achha lagtha hai', 'target': 'I prefer more forethought and craftsmanship in my music'}"
2438,"{'prefix': 'translate Hinglish to English: ', 'input': 'improv mujhe achha nahi lagtha', 'target': ""improv doesn't suit me""}"
2439,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mein iss se sehmat hu. Mein kadra karta hu ki ek nayi film usmein jazz la rahi hai. Jazz zyadatar mainstream movies mein paya nahi jata', 'target': ""I agree with that. I do appreciate that a contemporary movie is bringing jazz into it. Jazz isn't usually found in mainstream movies ""}"
2440,"{'prefix': 'translate Hinglish to English: ', 'input': 'jana padega. shanti', 'target': 'gotta go. peace.'}"
2441,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kya tum The Notebook movie se familiar ho?', 'target': 'Are familiar with the movie The notebook?'}"
2442,"{'prefix': 'translate Hinglish to English: ', 'input': 'Main uske baare me suna hai but dekha nahi hai', 'target': 'I have heard about it but have not seen it'}"
2443,"{'prefix': 'translate Hinglish to English: ', 'input': 'Wo ek romance movie hai jo 1996 k same naam k novel k upar based hai jise Nicholas Sparks ne likha hai', 'target': 'Its a romance movie based on the 1996 novel with the same title by Nicholas Sparks'}"
2444,"{'prefix': 'translate Hinglish to English: ', 'input': 'Us movie me kuch actors kaun hai?', 'target': 'Who are some of the actors in the film?'}"
2445,"{'prefix': 'translate Hinglish to English: ', 'input': 'Ryan Gosling tho main actor hein aur Rachel Mcadams bhi', 'target': 'Ryan Gosling as the main actor and Rachel McAdams'}"
2446,"{'prefix': 'translate Hinglish to English: ', 'input': 'interesting hein, mein tho uska work ka badi fan hoon. is movie ka aapka thoughts kya hein', 'target': ""Interesting. I'm a fan of his work, what are your thoughts on the movie?""}"
2447,"{'prefix': 'translate Hinglish to English: ', 'input': 'mein tho ro rahi thi jab mein pehele baar is movie ko dekha,. yeh tho awesome hein,. mein 52% rotten tomatoes ko devungi lekin mein 100 de diya', 'target': 'I actually cried when I first watch it. It is awesome. Got 52 percent in rotten tomatoes but I will give it a 100 '}"
2448,"{'prefix': 'translate Hinglish to English: ', 'input': 'acha? kya book se yeh kaafi resembles karta?', 'target': 'Really? Would you say it resembles the book well?'}"
2449,"{'prefix': 'translate Hinglish to English: ', 'input': 'isme tho kaafi changes hein jo muje pasand hein. mein end ka hi care kar raha tha, ryan gosling neh tho noah ka play ache kiya, voh poor hein lekin allie rich family ki thi uska engage dusra ke saath huva lekin voh noah ko pyar kar rahi thi', 'target': 'There are some changes but pretty much. I only care about the ending anyway. Ryan Gosling play as Noah in the movie, he is poor while Allie is from a rich family and she is engage with someone else but fell in love with Noah '}"
2450,"{'prefix': 'translate Hinglish to English: ', 'input': 'acha tho kaafi mein yeh interesting rehega. mein kuch check kartha hoon, kya netflix mein hein?', 'target': 'Oh wow that seems really interesting. I will have to check it out for sure. Do you know if its available on netflix?  '}"
2451,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje patha nahi, yeh 2004 mein release huva hein', 'target': 'Hmm not sure. It was released year 2004 so it probably is'}"
2452,"{'prefix': 'translate Hinglish to English: ', 'input': 'acha tho aur kuch is movie ke baare mein aapko patha hein , yaani us cheesy or cliche elements ka portrayed ke baare mei', 'target': 'Ahhh okay, So based on what you know about the movie are their cheesy or cliche elements portrayed in the film?'}"
2453,"{'prefix': 'translate Hinglish to English: ', 'input': 'nahi muje kuch nahi patha, yeh tho heart touching story hein aur aapko rula dega. muje tho bahut rulaya/. alle jab alzheimer hothe aur usko kuch yaad nahi aatha lekin voh usko daily visit karthi aur dono mar jaathe', 'target': ""not at all but that is for me. it is heart touching and will make you cry. if made me cry. Allie got Alzheimer and she doesn't remember Noah but he still visits her everyday and they died together   ""}"
2454,"{'prefix': 'translate Hinglish to English: ', 'input': 'OMG yeh tho honestly crazy hein yar aur bahut excited lagtha hein is movie ko dekhne', 'target': 'omg!!! thats so crazy honestly kind of excited to see this movie now '}"
2455,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan, yeh art hein, is book bahut pasand hein aur movie bhi', 'target': 'Yes, its an art, love the book but I love the movie more'}"
2456,"{'prefix': 'translate Hinglish to English: ', 'input': 'is tarah muje feel ho raha ki star hi fault hei. ache book hein lekin movie tho incredible hein', 'target': 'Thats how i felt with the fault in our stars. Great book but movie was incredible.'}"
2457,"{'prefix': 'translate Hinglish to English: ', 'input': 'jab voh army ka enlisted kar raha tha tho voh daily lik raha tha lekin uski mom us letter ko intercept kiya tho usne us saal ko devastated kiya', 'target': 'When he enlisted in the army he writes to her everyday but her mom intercept the letters so she was devastated for a year'}"
2458,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje us movie pasand hei yar', 'target': 'I love that movie too!'}"
2459,"{'prefix': 'translate Hinglish to English: ', 'input': 'tho is movie tho saving private Ryan ka mix lag raha hein, mein pehele aap, aur possible dusra movies', 'target': 'Damn so this movie is like a mix of saving private Ryan, me before you, and possible other movies'}"
2460,"{'prefix': 'translate Hinglish to English: ', 'input': 'thoda aur better kar sakthe they. muje low rating ke baare mein nahi patha. yeh tho mera favorite movie se yek hein', 'target': ""Somewhat but much better. I don't know why it got low rating, it is one of my favorite movie""}"
2461,"{'prefix': 'translate Hinglish to English: ', 'input': 'rotten tomato tho pretty picky kahi movies mein, jo ab muje kuch films mein nahi najar aatha lekin brilliant hein kyun ki voh credit nahi dethe deserve movie ko', 'target': 'I mean rotten tomato is pretty picky on certain movies which i dont get cause some films are brilliant but do not get the credit they deserve'}"
2462,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje patha hein. voh personal preference hein probably. dusron ko nahi pasand aayega', 'target': 'I know. It probably on personal preference. Others might not like it'}"
2463,"{'prefix': 'translate Hinglish to English: ', 'input': 'side track kitna lamba task hein yar', 'target': 'Side track how long is this task suppose to be?'}"
2464,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan mein maantha hoon yeh tho personal preference hein', 'target': 'But i agree that its a personal preference'}"
2465,"{'prefix': 'translate Hinglish to English: ', 'input': 'Main sure nahi hu but hame movie k baare me baat karni jab tak hum finished conversation pe click nahi kar dete', 'target': 'Not sure but we have to talk about the movie till we can click the finished conversation button '}"
2466,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya tum director se familiar ho? Nick Cassavetes', 'target': 'Are you familiar with the director? Nick Cassavetes'}"
2467,"{'prefix': 'translate Hinglish to English: ', 'input': 'Main nahi hu', 'target': 'i am not'}"
2468,"{'prefix': 'translate Hinglish to English: ', 'input': 'Uski aur kaunsi movies hai?', 'target': 'what are some of his other movies?'}"
2469,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya tum movie recommendation pasand karte ho?', 'target': 'Would you like a movie recommendation?'}"
2470,"{'prefix': 'translate Hinglish to English: ', 'input': 'Sure, konsi film hai ye?', 'target': 'Sure, which film is it?'}"
2471,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kya tumne 2013 ki The Great Gatsby dekhi hai?', 'target': 'Have you seen The Great Gatsby the one from 2013?'}"
2472,"{'prefix': 'translate Hinglish to English: ', 'input': 'Ohh wo movie, abhi tak nahi', 'target': ""Ohh that movie, no I haven't yet""}"
2473,"{'prefix': 'translate Hinglish to English: ', 'input': 'main actually original ke bhi zyada familiar hun.', 'target': ""I'm actually not even too familiar with the original""}"
2474,"{'prefix': 'translate Hinglish to English: ', 'input': 'isme lenardo dicaprio as jay gatsby hai', 'target': 'it has lenardo dicaprio as jay  gatsby.'}"
2475,"{'prefix': 'translate Hinglish to English: ', 'input': 'ye f scott fitzgerald ki book par based period romantic drama hai', 'target': 'It is a period romantic drama based on the book by f scott fitzgerald.'}"
2476,"{'prefix': 'translate Hinglish to English: ', 'input': 'ye 1925 ki older book hai par kafi known hai', 'target': 'older book from 1925 but a well known one.'}"
2477,"{'prefix': 'translate Hinglish to English: ', 'input': 'oh ok haan maine suna hai iske bare mein, toh kya yeh CasaBlanca jaisa hai?', 'target': ""Oh ok yes I've heard of it, so i figure it's CasaBlanca-ish?""}"
2478,"{'prefix': 'translate Hinglish to English: ', 'input': 'No, bilkul nahi.', 'target': 'No, not at all.'}"
2479,"{'prefix': 'translate Hinglish to English: ', 'input': 'Well ... aisa nahi hai.', 'target': 'Well ..not really.'}"
2480,"{'prefix': 'translate Hinglish to English: ', 'input': 'yeh todl hai nick caraway ke akhon se, is film me toby maguire.', 'target': 'It is todl through thte yes of nick carraway, in this film toby maguire.'}"
2481,"{'prefix': 'translate Hinglish to English: ', 'input': 'woh jay gatsby se meet karta hai jab woh next door mein rahta tha aur introduce hota hai party world of the roaring 20s se new york state mein.', 'target': 'He meets jay gatsby while living next door and gets introduced to the party world of the roaring 20s in new york state.'}"
2482,"{'prefix': 'translate Hinglish to English: ', 'input': 'main utna familiar nahin hoon Fitzgerald se, oh ok toh Capone era ke samay mein, mujhe interest hai is era mein', 'target': ""I guess I'm not really too familiar with Fitzgerald stuff, Oh ok so during the Capone era, I'm interested in that era""}"
2483,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe lagta hai tumhe tab accha lagega', 'target': 'I think you would like it then.'}"
2484,"{'prefix': 'translate Hinglish to English: ', 'input': 'lekin look jo hai woh generally higher regard pe hai', 'target': 'But the book is genreally heldinmuch higher regard.'}"
2485,"{'prefix': 'translate Hinglish to English: ', 'input': 'yeh movie utna accha critics ko accha nahin laga.', 'target': 'This movie did not do to well with  the critics.'}"
2486,"{'prefix': 'translate Hinglish to English: ', 'input': 'sirf 48% mila rotten tomatoes se..', 'target': 'Only 48% from rotten tomatoes.. '}"
2487,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya aap kuchh aur kar rahe hain?', 'target': 'are you doing something else?'}"
2488,"{'prefix': 'translate Hinglish to English: ', 'input': 'nahin, main sirf typing mein bahut bura hoon.', 'target': ""No i'm just terrible at typing""}"
2489,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe nahin lagta ki main yeh film dekhna chahoonga.', 'target': 'I dont think id want to watch this movie'}"
2490,"{'prefix': 'translate Hinglish to English: ', 'input': '3 minutes bahut lamba hai aur emaanadaari ke anusaar thoda rude bhi hai.', 'target': '3 minutes is toolong and to be honest a little rude.'}"
2491,"{'prefix': 'translate Hinglish to English: ', 'input': 'yeh dekhane ke liye ek tamaasha adhik hai.', 'target': 'It is more of a spectacle to behold.'}"
2492,"{'prefix': 'translate Hinglish to English: ', 'input': '5 minutes bahut lamba hai.', 'target': '5 minutes is too long'}"
2493,"{'prefix': 'translate Hinglish to English: ', 'input': 'Director baz luhrmann iske liye jaana jaata hai.', 'target': 'The director baz luhrmann is kind of know for that.'}"
2494,"{'prefix': 'translate Hinglish to English: ', 'input': '3 hai bahut lambe samay se 2 minutes kum.', 'target': '3 is 2 minutes less than too long'}"
2495,"{'prefix': 'translate Hinglish to English: ', 'input': 'yeh abhi bhi rude hai.', 'target': 'it is still rude'}"
2496,"{'prefix': 'translate Hinglish to English: ', 'input': 'aur mujhe lagta hai ki aap ek aur turk ya kutch aur kar rahe hain.', 'target': 'and makes me think you are doing another turk or something else'}"
