,translation
6789,"{'prefix': 'translate Hinglish to English: ', 'input': 'believe karna mushkil hai ki ye movie already 10 years old hai', 'target': 'It’s hard to believe this movie is 10 years old already '}"
6790,"{'prefix': 'translate Hinglish to English: ', 'input': 'I know. entertatinment industry me time bada quickly jata hai', 'target': 'I know. Time goes so quickly in the entertainment industry. :P'}"
6791,"{'prefix': 'translate Hinglish to English: ', 'input': 'mere converstation chalu hai. have a great day!', 'target': ""Conversation's up for me. Have a great day!""}"
6792,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe ye moive watch karne khushi hogi', 'target': 'i would love to watch this movie '}"
6793,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya aapne use dekha hai?', 'target': 'have you seen it?'}"
6794,"{'prefix': 'translate Hinglish to English: ', 'input': 'Nope, par me chahta hun. Ye bada interesting hoga un movies se connect hai jo maine watch ki hai', 'target': 'Nope. But i want to. It seems very interesting and connects to most movies i have watched'}"
6795,"{'prefix': 'translate Hinglish to English: ', 'input': 'So tum bhi in superhero movies ke fan ho?', 'target': 'so you are fan of these superhero movies as well?'}"
6796,"{'prefix': 'translate Hinglish to English: ', 'input': 'yes mai hu', 'target': 'yes i am '}"
6797,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe avengers movie pasand hai', 'target': 'i love the advangers movies'}"
6798,"{'prefix': 'translate Hinglish to English: ', 'input': 'aur new wonder women', 'target': 'and the new wonder women '}"
6799,"{'prefix': 'translate Hinglish to English: ', 'input': 'aap kya sochte ho Ben Affleck ek achcha Batman hai', 'target': 'Do you think Ben Affleck makes a good Batman?'}"
6800,"{'prefix': 'translate Hinglish to English: ', 'input': 'I think wo thoda odd side me hai', 'target': 'I think he is a little on the odler side '}"
6801,"{'prefix': 'translate Hinglish to English: ', 'input': 'but mai abhi bhi sochta hu ki wo is part ke liye badhiya hai', 'target': 'but i still think he would be good for the part '}"
6802,"{'prefix': 'translate Hinglish to English: ', 'input': 'tum use is wali me pasand karoge for sure.', 'target': 'You will like him in this one for sure. '}"
6803,"{'prefix': 'translate Hinglish to English: ', 'input': 'sweet', 'target': 'sweet '}"
6804,"{'prefix': 'translate Hinglish to English: ', 'input': 'tumhare diana ke martha play karne ke bare me kya thoughts hain', 'target': 'what are your thoughts about diana playing martha '}"
6805,"{'prefix': 'translate Hinglish to English: ', 'input': 'little twisc nice tha poore Kryptonite ke sath isme bhi', 'target': 'Nice little twist with the whole Kryptonite in this too'}"
6806,"{'prefix': 'translate Hinglish to English: ', 'input': 'Yea me martha ko bura nahi maanta', 'target': ""Yea I don't mind Martha at all. ""}"
6807,"{'prefix': 'translate Hinglish to English: ', 'input': 'Yess!! me bhi yahi soch raha tha.', 'target': 'Yess!! Thats what i was thinking '}"
6808,"{'prefix': 'translate Hinglish to English: ', 'input': 'Tumhe martha ek character ki tarah pasand nahi hai?', 'target': ""You don't like martha as a character? ""}"
6809,"{'prefix': 'translate Hinglish to English: ', 'input': 'Yes I do', 'target': 'Yes I do '}"
6810,"{'prefix': 'translate Hinglish to English: ', 'input': 'Oh okay', 'target': 'Oh okay '}"
6811,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mai ye movie dekhna chahta hun. Mujhe ye dekhne me accha lagega ki actors ne kis tarah se characters ko play kiya hai.', 'target': 'I do want to see this movie. Like i would like to see how the actors played the characters '}"
6812,"{'prefix': 'translate Hinglish to English: ', 'input': 'Movie me Batman yanha rescued hua tha.', 'target': 'Batman rescued  here in this movie'}"
6813,"{'prefix': 'translate Hinglish to English: ', 'input': 'hopefully ye sab acting ke saath khatm ho jayega', 'target': 'hopefully this went all out with the acting '}"
6814,"{'prefix': 'translate Hinglish to English: ', 'input': 'aur graphics', 'target': 'and graphics '}"
6815,"{'prefix': 'translate Hinglish to English: ', 'input': 'aur sab chhejo ke honest hone ke liye', 'target': 'and just everything to be honest '}"
6816,"{'prefix': 'translate Hinglish to English: ', 'input': 'KAAFI ACHHA HAI. VAH LAGBAG 153 MINS LAMBA HAIN', 'target': ""It's pretty good. It's about 153 mins long""}"
6817,"{'prefix': 'translate Hinglish to English: ', 'input': 'SAHI MUJHE LAGTHA HAI  KI YEH MAN OF STEEL AUR DARK NIGHT KE BEECH ME HAIN', 'target': 'Yes and i see it sasy that it is in between man of steel and dark night '}"
6818,"{'prefix': 'translate Hinglish to English: ', 'input': 'MUJHE WONDER WOMAN KE SNEAK PEAK BHI ACHHA LAGTHA HAIN', 'target': 'I liked the sneak peak of Wonder Woman in here too. '}"
6819,"{'prefix': 'translate Hinglish to English: ', 'input': 'VAH US ME AATI HAIN', 'target': 'She appears in it too?'}"
6820,"{'prefix': 'translate Hinglish to English: ', 'input': 'SAHI', 'target': 'Yes. '}"
6821,"{'prefix': 'translate Hinglish to English: ', 'input': 'WAH KAFI THANDA HAIN', 'target': ""It's pretty cool""}"
6822,"{'prefix': 'translate Hinglish to English: ', 'input': 'VAH BAHUT ACHHA HOGA', 'target': 'That would be great '}"
6823,"{'prefix': 'translate Hinglish to English: ', 'input': 'MUJHE LAGTHA HAI ZAK SNYDER EK BAHUT ACHHA DIRECTING KA KAAM KIYA HAI', 'target': 'I think Zack Snyder did a great job directing it '}"
6824,"{'prefix': 'translate Hinglish to English: ', 'input': 'MAIN UNKA KUCH MOVIES DEKHA HAI', 'target': 'I have seen a few of his moveis '}"
6825,"{'prefix': 'translate Hinglish to English: ', 'input': 'IS SE VAH USKO MAAR DIYA', 'target': 'He killed it with this one '}"
6826,"{'prefix': 'translate Hinglish to English: ', 'input': 'Wo direction ke saath bahut achha kaam krte hai', 'target': 'he does a great job with directing '}"
6827,"{'prefix': 'translate Hinglish to English: ', 'input': 'Main tumse sehmat huin', 'target': 'I agree with you '}"
6828,"{'prefix': 'translate Hinglish to English: ', 'input': 'Eisenberg ne Lex Luther ka bhi role bahut achhe se play kiya.', 'target': 'Eisenberg played a good Lex Luther too '}"
6829,"{'prefix': 'translate Hinglish to English: ', 'input': 'Hey, kya chal rha hai', 'target': ""hey, what's up""}"
6830,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kya tune la la land pehle dekhi hai?', 'target': 'have you watched la la land before?'}"
6831,"{'prefix': 'translate Hinglish to English: ', 'input': 'Han, maine bht appreciate kiya ki movie ke name ke baare mein kitna socha gya hai. Mujhe achha lga ki kaise ye ek hi baar mein Los Angeles, music, or badalon mein sir dene ke baare mein btata hai. Yeh sach mein bahut badiya hai ki kaise movie ke chhote se titile mein itne saare elements ko pura kiya gya hai.', 'target': ""Yes. I really appreciated how much thought went into the movie's title. I think it's really cool how it refers to Los Angeles, music, and having your head in the clouds all at once. It's really spectacular how they summed up so many elements of the movie in such a short title""}"
6832,"{'prefix': 'translate Hinglish to English: ', 'input': 'han - Maine dekhi kyunki critics ko ye achhi lagi', 'target': 'yep -  i watched it because critics seemed to like it'}"
6833,"{'prefix': 'translate Hinglish to English: ', 'input': 'Main jyadatar paper ke sabhi critics ke saath agree krta huin', 'target': 'I agree with most of the critics in the paper'}"
6834,"{'prefix': 'translate Hinglish to English: ', 'input': 'Han. Main sabse jyada iss review ke saath agree krta huin ki La La land successful rahi hai sapnon ko pura krne ke liye kiye gye hardships ko dikhane mein.', 'target': 'Yes. I especially agree with the review that La La Land is successful at showing the hardships that are involved with chasing a dream'}"
6835,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mein unn do reviews se asahmat hu jinhone likha tha ki film dull hai aur beech ka part boring hai. Mujhe sach mein poori film enthralling lagi.', 'target': 'I disagree with the two reviews that the film is dull and that the middle was boring. I really found the entire movie to be enthralling. '}"
6836,"{'prefix': 'translate Hinglish to English: ', 'input': 'han, mein aapse sehmat hu - mein ye maanta hu ki humko emma stone aur ryan gosling ko kuch slack kaatna chahiye kyuki wo singers nahi hain', 'target': ""yep, i agree with you - i do believe we have to cut emma stone and ryan gosling some slack, since they're not singers""}"
6837,"{'prefix': 'translate Hinglish to English: ', 'input': 'Han, meine mana. Mujhe wah scene bohat achha laga jahan Sebastian jazz music improv karta hai jabki usko sirf Christmas music play karna chahiye.', 'target': 'Agreed. I really liked the scene where Sebastian improvs jazz music when he is supposed to be playing Christmas music only. '}"
6838,"{'prefix': 'translate Hinglish to English: ', 'input': 'Ye unmein se ek scene tha jo film dekhne k baad bhi mere sath chipka reh gaya.', 'target': 'It was one of those scenes that really stuck with me after I watched the movie'}"
6839,"{'prefix': 'translate Hinglish to English: ', 'input': 'tum kya karte, agar tum uski position mein hote?', 'target': 'would you do that, if you were in his position?'}"
6840,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe sure nahi hu. Mujhe yah pasand aaya ki jab Mia ne pehli baar Sebastian ko gaate huye suna aur wo sach mein uss se move ho gayi. Mujhe lagta hai ye unki relationship ko start karne a interesting way tha.', 'target': ""I'm not sure. I liked how that was when Mia first heard Sebastian sing and was truly moved by it. I think it was interesting way to initiate their relationship""}"
6841,"{'prefix': 'translate Hinglish to English: ', 'input': 'han, ye sad tha ki usne usko brush off kar dia, warna baatein kuch alag hi hoti', 'target': ""yeah, it was just sad how he brushed her off, since things could've been different""}"
6842,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe ye achha laga ki jab next time Mia ne Sebastian ko dekha wo bhi gana ga raha hai.  Mujhe ye bhi pasand aaya ki usne usko ek aisa gana request karke chidhaya kyuki usko pata tha ki usko wo gana gana achha nahi lagega', 'target': 'I do like how the next time Mia sees Sebastian he is also singing. I also liked how she kind of teased him by requesting a song she knew he would hate to sing'}"
6843,"{'prefix': 'translate Hinglish to English: ', 'input': 'Tum usually musicals dekhte ho?', 'target': 'do you usually watch musicals?'}"
6844,"{'prefix': 'translate Hinglish to English: ', 'input': 'kabhi kabhi.  Mujhe bhi Sebastian aur Mia ki relationship ka development achha laga, jaise jab Mia decide karti hai ki ab wo akele hi play karegi kyuki Sebastian ne usko aisa suggest kia. Mujhe laga ki wo dono bohat grow karte hain as individuals jab wo relationship mein aa jate hain', 'target': ""Occasionally. I also enjoyed the development of Sebastian and Mia's relationship, such as when Mia decides to begin writing a play all by herself because Sebastian suggests it to her. I feel like the two of them really grow as individuals when they get into a relationship""}"
6845,"{'prefix': 'translate Hinglish to English: ', 'input': 'maine woh part bhi enjoy kiya, kyon ki yeh dikhata hai kitna hard ye donon kaam kar rahen hain apne dreams achieve karne ke liye', 'target': 'I enjoyed that part too, since it also shows how hard both of them are working to achieve their dreams'}"
6846,"{'prefix': 'translate Hinglish to English: ', 'input': 'donon chahte hain ki successful banen apne seperate ares mein, lekin bahut struggle karna padega', 'target': 'they both want to become successful in their separate areas, but they have to struggle a lot'}"
6847,"{'prefix': 'translate Hinglish to English: ', 'input': 'Right. lagta hai review jo cruelty ko mention karta hai dreams ko follow karten hai sum karta hai.film afraid nahin karta hai ki kitna hard work aur hardship involve karta hai bada hasil karne ke liye', 'target': ""Right. I feel like the review that mentions the cruelty that's involved in following your dreams really sums it up. The film is not afraid to show how much hard work and hardship is involved in making it big""}"
6848,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe bhi laga ki sebastian keo keith ka offer difficult laga', 'target': ""i also thought it was difficult for sebastian to take keith's offer""}"
6849,"{'prefix': 'translate Hinglish to English: ', 'input': 'mera matlab hai, use payment milta hai lekin woh hai nahin karna chahta hai.  ye bahut hota hai life mein', 'target': ""i mean, he gets paid, but it's not something he wants to do. This happens in life a lot""}"
6850,"{'prefix': 'translate Hinglish to English: ', 'input': 'main agree karta hoon. hard lagta hoga kuch karne kojab tum passionate nahin hoge- especially jab tumhe kuch karna hoga tumhe ek din live karna hai dreams ke liye', 'target': ""I agree. It must be hard to do something you're not passionate about- especially when it's something you must do in order to one day live out your dreams""}"
6851,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya laga tumhe woh scene jab Mia or Sebastian fight karne lage jo Mia soch rahi thi Sebastian drams ko chod raha hai?', 'target': 'What did you think of the scene when Mia and Sebastian get into a fight about Mia thinking Sebastian is giving up on his dreams?'}"
6852,"{'prefix': 'translate Hinglish to English: ', 'input': 'usme ekdum acchi acting thi, lekin sympathize karta hoon donon se', 'target': 'it was definitely well acted, and i sympathize with both of them'}"
6853,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe lagta hai sebastian harsh tha jab usne mia se kaha ki woh use aur pasand karta tha jab woh unsucessful tha', 'target': 'but i think sebastian was harsh when he said that mia liked him more when he was unsuccessful'}"
6854,"{'prefix': 'translate Hinglish to English: ', 'input': 'truly woh heartbreaking thi jab Mia vapas Nevada ghar mein gayi', 'target': 'It truly was heartbreaking when Mia moved back home to Nevada'}"
6855,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje lagtha hein ki voh sach jaan ne mein hiskis hein, kyon ki voh apna dream ko give up karta hein', 'target': ""i feel he didn't want to hear the truth, because he was really giving up on his dreams""}"
6856,"{'prefix': 'translate Hinglish to English: ', 'input': 'voh toh bura huva', 'target': 'it really was sad'}"
6857,"{'prefix': 'translate Hinglish to English: ', 'input': 'mein maantha hoon. voh toh unpredictable plot twist tha. muje toh patha hi nahi chala ki voh aap raha hein', 'target': 'I agree. It was also a very unpredictable plot twist. I did not see it coming at all'}"
6858,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya tuje aisa laga ki voh low point ka movie hein?', 'target': 'would you say that was the low point in the movie?'}"
6859,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan, lakin  muje lag raha hai ki koi sagged badly ko review karega', 'target': 'Yes but I wouldn\'t say any part of the movie ""sagged badly"" as one review claims'}"
6860,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan maantha hoon, overall mein toh apni friend ko is movie ko recommend karunga', 'target': 'i agree - overall, i would recommend the movie to a friend'}"
6861,"{'prefix': 'translate Hinglish to English: ', 'input': 'mein bhi. toh dusra review point mein toh voh ""genuinely romantic comedy"" bola tha , jo mein completely agree karunga kyon ki muje lagtha hei ki Sebastian aur Mia ka relationship toh cliche nahi hein jo love stories mein huva hota hein. lakin voh relationship toh mein realness se appreciate karunga', 'target': 'I agree. As another review points out it was a ""genuinely romantic comedy"", which I completely agree with because I feel as though Sebastian and Mia\'s relationship was not as cliche as many love stories are in movies. I appreciated the realness of their relationship'}"
6862,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan, yehi toh muje is movie se pasand aaya- voh toh sad tha lakin cliche ending bana', 'target': 'yes, that was one thing i loved about the movie - while it was sad, it was not a cliche ending'}"
6863,"{'prefix': 'translate Hinglish to English: ', 'input': 'mein maantha hoon. muje lagtha ki Damien Chazelle ne is film ko ache directing ki', 'target': 'I agree. I think Damien Chazelle really did a good job directing the film. '}"
6864,"{'prefix': 'translate Hinglish to English: ', 'input': 'mein toh curious hoon, aap?', 'target': ""i'm curious, are you an ai""}"
6865,"{'prefix': 'translate Hinglish to English: ', 'input': 'agar aisa hai, to mujhe poori tarah se fool bnaya gaya', 'target': 'if so, i was completely fooled'}"
6866,"{'prefix': 'translate Hinglish to English: ', 'input': 'main nahi hu', 'target': 'I am not! '}"
6867,"{'prefix': 'translate Hinglish to English: ', 'input': 'lakin main bilkul surprise hu ki kisi ne Sebastian ko as a ""jazz snob "" reviewed kiya kyun ki mujhe wo vibe bilkul bhi nahi mili', 'target': 'But I really was surprised that someone reviewed Sebastian as a ""jazz snob"" because I did not get that vibe at all'}"
6868,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan, main disagree hu us characterization ke stah, lakin main dekh saktu hu kyun kuch log aisa keh sakte hai', 'target': 'yeah, i disagreed with that characterization, but i can see why someone might say that.'}"
6869,"{'prefix': 'translate Hinglish to English: ', 'input': 'wo ek purist hai, ya phir jo kuch bhi unhone use film main bulaya', 'target': 'he is a purist, or whatever they called it in the film'}"
6870,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujuhe bhi aisa nahi lagta ki Mia ka character depth main lack karta hai. Mujhe lagta hai balki wo round character thi, especially usne  large amount of independence ke sath usne possessed kiya. Use bahut zada courage lagi hogi wapas Neveda ke main wapas jane ke liye', 'target': ""I also really didn't think Mia's character lacked depth. I think she was a rather round character, especially with the large amount of independence she possessed. It took a lot of courage for her to move back to Nevada""}"
6871,"{'prefix': 'translate Hinglish to English: ', 'input': 'hann, mujhe lagta hai ki uska character pretty nuanced tha, lakin main sure nahi hu ki ye uke liye courageous hai wapas Nevada move hona. play ke sahi na jane ke baad, mujhe lagta hai uske paas keval yahi option tha.', 'target': ""yes, i thought her character was pretty nuanced, but i'm not sure it being courageous of her to move back to Nevada. After the play didn't go well, I think that was her only option""}"
6872,"{'prefix': 'translate Hinglish to English: ', 'input': 'iske bare main', 'target': '*about it'}"
6873,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe lagta hai ki apke paas pont hai. Mian sochta hu ki wo zada independent thi average woman se jaisa ki film main portray kiya gaya kyunki jab chieze uske liye work out nahi ki wo Sebastian ke upar chipki nahi', 'target': ""I suppose you have a point. I just think she was more independent of the average woman portrayed in films as she didn't cling on to Sebastian when things didn't work out for her. ""}"
6874,"{'prefix': 'translate Hinglish to English: ', 'input': 'halaki main wish karta hu ki vain apne dreams ko achieve karne se pehle reconcile kare', 'target': 'although I wish they reconciled before achieving their dreams'}"
6875,"{'prefix': 'translate Hinglish to English: ', 'input': 'end me jo dikhaya ki actually me kya ban sakta hai usse maine kafi sad feel kiya', 'target': 'the bit at the end that showed what could have been actually made me sad'}"
6876,"{'prefix': 'translate Hinglish to English: ', 'input': 'I agree! Yah bahut sad tha but also ek reviewer ne jaise bataya ki yah quite bittersweet ha. Mai sure hi nahi tha ki ant me mai kya feel karu.', 'target': 'I agree! It was very sad but also, as one reviewer puts it quite ""bittersweet."" I wasn\'t sure how to feel at the end. '}"
6877,"{'prefix': 'translate Hinglish to English: ', 'input': 'aapke sath film discuss karke achcha laga! Hava a great day!', 'target': 'It was nice discussing the film with you! Have a great day!'}"
6878,"{'prefix': 'translate Hinglish to English: ', 'input': 'aap logon ke pass ek badhiya ai system hai', 'target': 'you guys have a pretty good ai system'}"
6879,"{'prefix': 'translate Hinglish to English: ', 'input': 'completely fool ban gaya tha actually me', 'target': 'i was actually completely fooled'}"
6880,"{'prefix': 'translate Hinglish to English: ', 'input': 'hi. muje pehla page ko read karne keliye kahi gaya, toh aap yek minute dhoda wait kareye', 'target': ""Hi.  It told me to read this page first so I'll be just a minute.""}"
6881,"{'prefix': 'translate Hinglish to English: ', 'input': 'acha khadam hogaya. ki aur hein kya?', 'target': 'Okay done reading.  Is anyone there?'}"
6882,"{'prefix': 'translate Hinglish to English: ', 'input': 'acha muje lagtha hein ki iske liye muje paid hoga kyon ki mein directions aur movie ka description read kiya aur mein usko chat karne ke liye wait kiya', 'target': 'Welp I hope I still get paid for this because I read the directions, read the movie description and am waiting here to chat I was directed to do.'}"
6883,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje lag raha hein ki ab muje isme apni time waste nahi karna chahiye. kyon ki voh toh pay karega lekin muje ab bargain karna padega. ab ke liye is conversation abort kartha hoon aur muj ekoi chat nahi bhej na', 'target': ""The other person back out I am still here wasting my time so I hope that whoever checks this over is willing to pay me for holding up my end of the bargin.  Aborting conversation in a min if yall don't send me someone new to chat with.""}"
6884,"{'prefix': 'translate Hinglish to English: ', 'input': 'dusri participant toh pehle hi left ho gaye', 'target': 'Other participant left the conversation early.  '}"
6885,"{'prefix': 'translate Hinglish to English: ', 'input': 'Maine abhi Batman vs. Superman dekhi, Aapne dekhi hai abhi tak?', 'target': 'I just watched Batman vs. Superman, have you seen it yet?'}"
6886,"{'prefix': 'translate Hinglish to English: ', 'input': 'No, Maine nahi dekhi', 'target': ""No I haven't""}"
6887,"{'prefix': 'translate Hinglish to English: ', 'input': 'Yeh Batman aur Superman ki sathme aisi pehli movie hai.', 'target': ""It's the first movie like this with Batman and Superman together.""}"
6888,"{'prefix': 'translate Hinglish to English: ', 'input': 'Sunkar achha laga', 'target': 'That sounds good'}"
6889,"{'prefix': 'translate Hinglish to English: ', 'input': 'Batman ka role Ben Affleck ne nibhaya hai. Use Superman ke sathme ladai karne ka trick milka hai.', 'target': 'Batman is played by Ben Affleck.  He gets tricked into fighting Superman.'}"
6890,"{'prefix': 'translate Hinglish to English: ', 'input': 'Superman ka role kisne nibhata hai?', 'target': 'Who plays Superman?'}"
6891,"{'prefix': 'translate Hinglish to English: ', 'input': 'Henry Cavill. Wonder kaun sath me hoga.', 'target': 'Henry Cavill.  Wonder Wo man is in it too.'}"
6892,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe wo pasand hai, Wo ek achha actor hai.', 'target': ""I like him, he's a good actor.""}"
6893,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje wonder woman pasand hai.wonder woman kaun play kar raha hai', 'target': 'I love Wonder Woman. Who plays Wonder Woman?'}"
6894,"{'prefix': 'translate Hinglish to English: ', 'input': 'mai uske nam par sure nahi hu.lekin  sayad Laurence Fishburne aur HolLy Hunter  ho sakta hai', 'target': ""I'm not sure of her name, b ut Laurence Fishburne and Holly Hunter are in it too.""}"
6895,"{'prefix': 'translate Hinglish to English: ', 'input': 'mai un dono ko pasand karta hu movie ki sound achi hai  aur kitna der', 'target': 'I like both of them. The movie sounds good. How long is it?'}"
6896,"{'prefix': 'translate Hinglish to English: ', 'input': 'ye 153 minut so long .yaha yek hissa jaha way/batmanne indian ocean me krytonite paya', 'target': ""It's 153 minutes so it's fairly long.  There's a part where Bruce Wayne/Batman seeks out kryptonite in the Indian Ocean as a deterrent.""}"
6897,"{'prefix': 'translate Hinglish to English: ', 'input': 'ishe bahut acha critic score nahi mile', 'target': ""It didn't get very good critics scores.""}"
6898,"{'prefix': 'translate Hinglish to English: ', 'input': 'yah yek lambi moive hai ,muje lambi moive pasand hai khaskar theater me ,iski sounds majedar hai.kritic ne iske bare me kya kaha', 'target': 'That is a long movie. I enjoy long movies, especially in the theaters. It sounds interesting. What did the critics have to say about it?'}"
6899,"{'prefix': 'translate Hinglish to English: ', 'input': 'cinema score ne ishe b grad diya,rotten tomatoes ne 4.9/10 aur  Metacritic  ne 44/100,yek critic ne khayah ki ye dark night jaisi achi nahi par man of steel se achi hai', 'target': ""CinemaScore graded it as a B, Rotten Tomatoes 4.9/10 and Metacritic Score was 44/100. One of the critics said it wasn't as good as Dark Knight but it was better than Man of Stee.""}"
6900,"{'prefix': 'translate Hinglish to English: ', 'input': 'istel', 'target': 'Steel.'}"
6901,"{'prefix': 'translate Hinglish to English: ', 'input': 'wah ye to vastav me kam score hai.vaise jayadatar eshi moives popular hoti hai aur acha pradsan karti  hai', 'target': 'Wow. Those are really low scores! I am surprised at that. Usually these types of movies are popular and do well.'}"
6902,"{'prefix': 'translate Hinglish to English: ', 'input': 'ha mai manta hu moive ke yek hisse maisuperman ki mom kidnap huyi aur kidnaper ne kaha ki vo uski maa ke badle batman ko marega', 'target': ""Yeah, agreed.  In one part of the movie, Superman's mom gets kidnapped and the kidnapper demands he kill Batman for his Mom's release.""}"
6903,"{'prefix': 'translate Hinglish to English: ', 'input': 'aur phir uski mom release hone k baad kya hoga?', 'target': 'And what happens once his mom is released?'}"
6904,"{'prefix': 'translate Hinglish to English: ', 'input': 'Wo waise release nahi hoti hai, kyuki Batman Superman ko maarne se theek pahle samjh jata hai k dono ko trick kiya gaya hai. Batman Superman ki mom ko bachata hai aur superman kidnapper k peeche jata hai', 'target': ""She isn't released that way, because Batman realizes right before he kills Superman that they are both being tricked.  Batman ends up rescuing Superman's Mom, and Superman goes after the kidnapper.""}"
6905,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kya Superman kidnapper k sath ladta hai?', 'target': 'Does Superman have a fight with kidnapper?'}"
6906,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kaun jeetta hai?', 'target': 'And who wins'}"
6907,"{'prefix': 'translate Hinglish to English: ', 'input': 'Haan, Superman kidnapper ko confront karta hai, jiska naam Luthor hai, Jesse Eisenberg ne play kiya hia, Kryptonian scout ship pe', 'target': 'Yes, Superman confronts the kidnapper, whose name is Luthor, played by Jesse Eisenberg, on the Kryptonian scout ship.'}"
6908,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kaafi exciting sound karta hai. Kya is movie me Wonder Woman kaafi hai ?', 'target': 'That sounds exciting. Is Wonder Woman in the movie a lot?'}"
6909,"{'prefix': 'translate Hinglish to English: ', 'input': 'Luthor arrest hojata hai phir Batman usse visit karne jail me jata hai. Main tumhe fight ka outcome nahi batana chahta kyuki main ending ruin nahi karna chahta. No, Wonder Woman ka bahut bada part nahi hai', 'target': ""Luthor gets arrested and then Batman goes to visit him in prison.  I don't want to tell you the outcome of the fight because I don't want to ruin the ending.  No, Wonder Woman doesn't have a very big part.""}"
6910,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe Wonder Woman bahut pasand hai! Haan, outcome mat batao kyuki mujhe ye movie dekhni hai', 'target': ""I love Wonder Woman! Yes, don't give away the outcome because I want to see it! ""}"
6911,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe lagta hai tumhe bahut pasand aayegi. Main critics ki baat hamesha nahi maanta, pata nahi kya chal rah hai unke sath.', 'target': ""I think you'll really like it.  I don't always believe the critics, you never know what else is going on with them.""}"
6912,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe bhi wahi lagta hai. Main bhi unki jyada baat nahi sunta. Maine kaafi bahut acchi movies dekhi hai jiski critics ne dhajjia uda di thi.', 'target': 'I think I would too. I try not to listen too much to them either. I have seen some really good movies that the critics just rip to shreds. '}"
6913,"{'prefix': 'translate Hinglish to English: ', 'input': 'Ho sakata hai usee veekend koee philm aa rahee ho jisamen ve nirdeshak se dostee kar rahe the ya kuchh aisa kar rahe the.', 'target': 'There may have been a movie coming out the same weekend they were friends with the director or something loke that.'}"
6914,"{'prefix': 'translate Hinglish to English: ', 'input': 'Pasand', 'target': 'like'}"
6915,"{'prefix': 'translate Hinglish to English: ', 'input': 'Vaise mujhe ummeed hai ki aap ise pasand karenge. agar aur kuchh nahin, yah sirph baitamain aur suparamain kee ladaee hai.', 'target': 'Well I hope you enjoy it.  If nothing else, it is a must-see just to have Batman and Superman fighting.'}"
6916,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe lagata hai ki main isaka aanand loonga!', 'target': 'I think I will enjoy it! '}"
6917,"{'prefix': 'translate Hinglish to English: ', 'input': 'Theek hai, aapake saath achchhee chaiting huee. aapaka din achchha rahe!', 'target': ""Okay it's been good chatting with you.  Have a great day!""}"
6918,"{'prefix': 'translate Hinglish to English: ', 'input': 'Aap bhi !! dhanyavaad', 'target': 'You too!! Thank you '}"
6919,"{'prefix': 'translate Hinglish to English: ', 'input': 'Teek hai bye', 'target': 'okay bye'}"
6920,"{'prefix': 'translate Hinglish to English: ', 'input': 'Alavida', 'target': 'Bye'}"
6921,"{'prefix': 'translate Hinglish to English: ', 'input': 'Hey!', 'target': 'Hey!'}"
6922,"{'prefix': 'translate Hinglish to English: ', 'input': 'Hi! kya tumne Dunkirt dekhi hai?', 'target': 'Hi have you seen Dunkirk?'}"
6923,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kis baare me hai?', 'target': 'What is it about?'}"
6924,"{'prefix': 'translate Hinglish to English: ', 'input': 'Ye ek war movie hai jo Christopher Nolan ne direct ki hai. Ye ek awesome film hai.', 'target': 'Its a war movie directed by Christopher Nolan. Its an awesome film.'}"
6925,"{'prefix': 'translate Hinglish to English: ', 'input': 'Oh cool, kaunsi war?', 'target': 'Oh cool, what war?'}"
6926,"{'prefix': 'translate Hinglish to English: ', 'input': 'World War II. Bahut intense hai. Leking kaafi dialogues nahi hai.', 'target': ""World  War II. It's intense. Not a lot of dialogue though.""}"
6927,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kya ye lambi movie hai?', 'target': 'Is it a long movie?'}"
