,translation
9617,"{'prefix': 'translate English to Hinglish: ', 'input': ""I think he has learned about true happiness and how many people need God's prayers and answers. I think he now understands the importance of not complaining."", 'target': 'muje lagtha hein ki, voh true happiness kya  hota aur kaise peoples prayer karthe aur god kaise respond karteh.. ab usses sab understand hoga ..'}"
9618,"{'prefix': 'translate English to Hinglish: ', 'input': ""Hey! How's it going?"", 'target': 'hey kya haal chaal hein?'}"
9619,"{'prefix': 'translate English to Hinglish: ', 'input': 'How did you like Iron Man?', 'target': 'are iron man ko kaise pasand aaya?'}"
9620,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hi! I like the movie', 'target': 'hi.. muje is movie ko pasand hein'}"
9621,"{'prefix': 'translate English to Hinglish: ', 'input': 'I thought it was fun too.', 'target': 'haan thoda fun bhi hein yar'}"
9622,"{'prefix': 'translate English to Hinglish: ', 'input': 'Ofcourse it is Tony', 'target': 'nishchit roop se wo Tony hai'}"
9623,"{'prefix': 'translate English to Hinglish: ', 'input': ""He's hard to beat I must admit."", 'target': 'Use harana mushkil hai main ye manta hun.'}"
9624,"{'prefix': 'translate English to Hinglish: ', 'input': 'What was your favorite character ?', 'target': 'tumhara favorite character kon tha?'}"
9625,"{'prefix': 'translate English to Hinglish: ', 'input': 'Do you like Iron Man?', 'target': 'are iron man ko kaise pasand aaya?'}"
9626,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hello. I love this movie.', 'target': 'hi.. muje is movie ko pasand hein'}"
9627,"{'prefix': 'translate English to Hinglish: ', 'input': ""I think it's funny, too."", 'target': 'haan thoda fun bhi hein yar'}"
9628,"{'prefix': 'translate English to Hinglish: ', 'input': 'Tony, of course.', 'target': 'nishchit roop se wo Tony hai'}"
9629,"{'prefix': 'translate English to Hinglish: ', 'input': ""He's hard to beat, I must admit."", 'target': 'Use harana mushkil hai main ye manta hun.'}"
9630,"{'prefix': 'translate English to Hinglish: ', 'input': 'What do you think of Iron Man?', 'target': 'are iron man ko kaise pasand aaya?'}"
9631,"{'prefix': 'translate English to Hinglish: ', 'input': 'I like the movie.', 'target': 'hi.. muje is movie ko pasand hein'}"
9632,"{'prefix': 'translate English to Hinglish: ', 'input': ""Of course it's Tony."", 'target': 'nishchit roop se wo Tony hai'}"
9633,"{'prefix': 'translate English to Hinglish: ', 'input': ""He's hard to beat."", 'target': 'Use harana mushkil hai main ye manta hun.'}"
9634,"{'prefix': 'translate English to Hinglish: ', 'input': 'Probably Tony as well - he cracks me up with his deadpan humor.', 'target': 'Probably tony bhi bahut accha hai - usne mujhe apne deadpan humar se crack kar diya'}"
9635,"{'prefix': 'translate English to Hinglish: ', 'input': ""I actually think it's the humor that helps the movie work out."", 'target': 'mujhe actually lagta hai ki wo humor hi tha jis se movie ko work out karne me help mili'}"
9636,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes he has very good humor and acts with ease', 'target': 'Han uske pass bahut accha humor hai aur wo bahut ease se work karta hai'}"
9637,"{'prefix': 'translate English to Hinglish: ', 'input': 'What element of the movie did you prefer, besides the humor?', 'target': 'Humor ke alawa, tum movie ka kon sa element prefer karoge?'}"
9638,"{'prefix': 'translate English to Hinglish: ', 'input': 'Action sequences. I like the second movie out of all three parts', 'target': 'Action sequences, mujhe teeno parts me se second movie pasand aayi'}"
9639,"{'prefix': 'translate English to Hinglish: ', 'input': 'First movie looks more like a documentary/war', 'target': 'Pehli movie bahut had tak documentary/war jaisi pratit hui'}"
9640,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yeah, the action sequence are pretty good. Love the flying suit!', 'target': 'han, action sequence kafi ache hai. love udne wala suit.'}"
9641,"{'prefix': 'translate English to Hinglish: ', 'input': 'Right. But it was a good way to establish the back story.', 'target': 'sahi. par yeh pichli story establish krne ka acha tarika tha'}"
9642,"{'prefix': 'translate English to Hinglish: ', 'input': 'Maybe Tony, too.', 'target': 'Probably tony bhi bahut accha hai - usne mujhe apne deadpan humar se crack kar diya'}"
9643,"{'prefix': 'translate English to Hinglish: ', 'input': ""I think it's humor that helps with the work of this movie."", 'target': 'mujhe actually lagta hai ki wo humor hi tha jis se movie ko work out karne me help mili'}"
9644,"{'prefix': 'translate English to Hinglish: ', 'input': ""Yeah, he's got a good sense of humor. He's got a very easy job."", 'target': 'Han uske pass bahut accha humor hai aur wo bahut ease se work karta hai'}"
9645,"{'prefix': 'translate English to Hinglish: ', 'input': 'Which movie do you prefer in addition to humor?', 'target': 'Humor ke alawa, tum movie ka kon sa element prefer karoge?'}"
9646,"{'prefix': 'translate English to Hinglish: ', 'input': 'I like three second films.', 'target': 'Action sequences, mujhe teeno parts me se second movie pasand aayi'}"
9647,"{'prefix': 'translate English to Hinglish: ', 'input': 'The first movie looks more like a documentary/war.', 'target': 'Pehli movie bahut had tak documentary/war jaisi pratit hui'}"
9648,"{'prefix': 'translate English to Hinglish: ', 'input': ""Yeah, it's a good movement sequence. It's like a flight suit."", 'target': 'han, action sequence kafi ache hai. love udne wala suit.'}"
9649,"{'prefix': 'translate English to Hinglish: ', 'input': ""But it's a good way to build backstage stories."", 'target': 'sahi. par yeh pichli story establish krne ka acha tarika tha'}"
9650,"{'prefix': 'translate English to Hinglish: ', 'input': 'Probably Tony too - breaks me with his dead mood.', 'target': 'Probably tony bhi bahut accha hai - usne mujhe apne deadpan humar se crack kar diya'}"
9651,"{'prefix': 'translate English to Hinglish: ', 'input': ""I really think it's the mood that helps the movie."", 'target': 'mujhe actually lagta hai ki wo humor hi tha jis se movie ko work out karne me help mili'}"
9652,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes, he has a very good mood and acts easily.', 'target': 'Han uske pass bahut accha humor hai aur wo bahut ease se work karta hai'}"
9653,"{'prefix': 'translate English to Hinglish: ', 'input': 'What element of the film do you prefer, besides humor?', 'target': 'Humor ke alawa, tum movie ka kon sa element prefer karoge?'}"
9654,"{'prefix': 'translate English to Hinglish: ', 'input': 'I like the second film of the three parts.', 'target': 'Action sequences, mujhe teeno parts me se second movie pasand aayi'}"
9655,"{'prefix': 'translate English to Hinglish: ', 'input': 'The first film looks more like a documentary/war', 'target': 'Pehli movie bahut had tak documentary/war jaisi pratit hui'}"
9656,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes, the action sequence is pretty good. I love the flying suit!', 'target': 'han, action sequence kafi ache hai. love udne wala suit.'}"
9657,"{'prefix': 'translate English to Hinglish: ', 'input': 'But it was a good way to establish later history.', 'target': 'sahi. par yeh pichli story establish krne ka acha tarika tha'}"
9658,"{'prefix': 'translate English to Hinglish: ', 'input': 'second part is my favorite with all sports cars in action, upgraded suit', 'target': 'dusra part mera pasandida hai jisme sports cars aciton mai hai, upgraded suit hai'}"
9659,"{'prefix': 'translate English to Hinglish: ', 'input': 'yeah ', 'target': 'han'}"
9660,"{'prefix': 'translate English to Hinglish: ', 'input': 'I know! All those shiny toys.', 'target': 'muje pata hai! sab chamkne wale khilono k bare mai.'}"
9661,"{'prefix': 'translate English to Hinglish: ', 'input': 'Usually, I', 'target': 'jaydatar, mai'}"
9662,"{'prefix': 'translate English to Hinglish: ', 'input': 'm not that big on gadgets like that, but t hey really make it work.', 'target': 'mai uss tarah k gadgets par utna bda nai hu, par yeah sach mai kam karta hai.'}"
9663,"{'prefix': 'translate English to Hinglish: ', 'input': ""I think it's the sort of aesthetics they went for that works for me."", 'target': 'mujhe lagta hai jo mere liye kam karte hain woh aesthetics ki tarah hai'}"
9664,"{'prefix': 'translate English to Hinglish: ', 'input': 'are you expecting another part?', 'target': 'kya tumhe lagta hai dusra part aye ga?'}"
9665,"{'prefix': 'translate English to Hinglish: ', 'input': 'sequel', 'target': 'parinam'}"
9666,"{'prefix': 'translate English to Hinglish: ', 'input': 'The second part is my favorite of all the sports cars in action, updated suits.', 'target': 'dusra part mera pasandida hai jisme sports cars aciton mai hai, upgraded suit hai'}"
9667,"{'prefix': 'translate English to Hinglish: ', 'input': 'I know. Those shiny toys.', 'target': 'muje pata hai! sab chamkne wale khilono k bare mai.'}"
9668,"{'prefix': 'translate English to Hinglish: ', 'input': 'Usually', 'target': 'jaydatar, mai'}"
9669,"{'prefix': 'translate English to Hinglish: ', 'input': ""I don't really like those little things, but it's working."", 'target': 'mai uss tarah k gadgets par utna bda nai hu, par yeah sach mai kam karta hai.'}"
9670,"{'prefix': 'translate English to Hinglish: ', 'input': ""I think that's the aesthetic they chose for me."", 'target': 'mujhe lagta hai jo mere liye kam karte hain woh aesthetics ki tarah hai'}"
9671,"{'prefix': 'translate English to Hinglish: ', 'input': 'Are you still waiting for another character?', 'target': 'kya tumhe lagta hai dusra part aye ga?'}"
9672,"{'prefix': 'translate English to Hinglish: ', 'input': 'Go on.', 'target': 'parinam'}"
9673,"{'prefix': 'translate English to Hinglish: ', 'input': 'The second part is my favorite with all sports cars in action, enhanced costume', 'target': 'dusra part mera pasandida hai jisme sports cars aciton mai hai, upgraded suit hai'}"
9674,"{'prefix': 'translate English to Hinglish: ', 'input': 'All those shiny toys.', 'target': 'muje pata hai! sab chamkne wale khilono k bare mai.'}"
9675,"{'prefix': 'translate English to Hinglish: ', 'input': 'I usually...', 'target': 'jaydatar, mai'}"
9676,"{'prefix': 'translate English to Hinglish: ', 'input': ""I'm not as big on gadgets as that, but I don't really make it work."", 'target': 'mai uss tarah k gadgets par utna bda nai hu, par yeah sach mai kam karta hai.'}"
9677,"{'prefix': 'translate English to Hinglish: ', 'input': ""I think that's the kind of aesthetic they went to make it work for me."", 'target': 'mujhe lagta hai jo mere liye kam karte hain woh aesthetics ki tarah hai'}"
9678,"{'prefix': 'translate English to Hinglish: ', 'input': 'Are you waiting for another game?', 'target': 'kya tumhe lagta hai dusra part aye ga?'}"
9679,"{'prefix': 'translate English to Hinglish: ', 'input': 'Sequence', 'target': 'parinam'}"
9680,"{'prefix': 'translate English to Hinglish: ', 'input': 'Probably. They made so much money with those movies, why would they stop?', 'target': 'Shayad. Unhone un movies se kafi paise bana liye, ve kyun rukenge?'}"
9681,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think they made a billion dollars with those movies', 'target': 'Mujhe lagta hai unhone un movies se bees billion dollars bana liye'}"
9682,"{'prefix': 'translate English to Hinglish: ', 'input': 'yeah.', 'target': 'haan.'}"
9683,"{'prefix': 'translate English to Hinglish: ', 'input': 'What do you think of the flirt/love sub story with Gwyneth Paltrow?', 'target': 'Tum Gwyneth Paltrow ke sath flirt/love sub story ka kya sochte ho?'}"
9684,"{'prefix': 'translate English to Hinglish: ', 'input': ""Honestly I don't remember that one..remind me where exactly it happened"", 'target': 'Sach mein mujhe veh yaad nahi..mujhe yaad karwao yeh kahan hui thi'}"
9685,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think toward the end. I thought it was unnecessary.', 'target': 'Main sachti hu ant ki taraf. Mujhe lagta hai yeh jaroori nahi.'}"
9686,"{'prefix': 'translate English to Hinglish: ', 'input': 'But you can see the love story coming from the start.', 'target': 'Lekin tum us prem kahani ko dekh sakte ho jo shuru se shuru hui.'}"
9687,"{'prefix': 'translate English to Hinglish: ', 'input': 'I find it annoying when they feel they have to add love stories to everything.', 'target': 'Jab unko lagta hai ki unhe har cheez mein prem kahani daal deni chaiye tab mujhe chid hoti hai.'}"
9688,"{'prefix': 'translate English to Hinglish: ', 'input': 'You made so much money with these movies. Why would they stop?', 'target': 'Shayad. Unhone un movies se kafi paise bana liye, ve kyun rukenge?'}"
9689,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think they made billions of dollars out of these movies.', 'target': 'Mujhe lagta hai unhone un movies se bees billion dollars bana liye'}"
9690,"{'prefix': 'translate English to Hinglish: ', 'input': 'What do you think about flirting/love novels with Gwyneth Paltrow?', 'target': 'Tum Gwyneth Paltrow ke sath flirt/love sub story ka kya sochte ho?'}"
9691,"{'prefix': 'translate English to Hinglish: ', 'input': ""Actually, I can't remember... where it happened."", 'target': 'Sach mein mujhe veh yaad nahi..mujhe yaad karwao yeh kahan hui thi'}"
9692,"{'prefix': 'translate English to Hinglish: ', 'input': ""In the end, I don't think it's necessary."", 'target': 'Main sachti hu ant ki taraf. Mujhe lagta hai yeh jaroori nahi.'}"
9693,"{'prefix': 'translate English to Hinglish: ', 'input': 'But you can see love stories from the beginning.', 'target': 'Lekin tum us prem kahani ko dekh sakte ho jo shuru se shuru hui.'}"
9694,"{'prefix': 'translate English to Hinglish: ', 'input': ""When they feel like they're going to add love stories to everything, they are going to have to do something about it."", 'target': 'Jab unko lagta hai ki unhe har cheez mein prem kahani daal deni chaiye tab mujhe chid hoti hai.'}"
9695,"{'prefix': 'translate English to Hinglish: ', 'input': 'They probably made so much money with these movies, why would they stop?', 'target': 'Shayad. Unhone un movies se kafi paise bana liye, ve kyun rukenge?'}"
9696,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think they made a billion dollars of those movies.', 'target': 'Mujhe lagta hai unhone un movies se bees billion dollars bana liye'}"
9697,"{'prefix': 'translate English to Hinglish: ', 'input': 'What do you think of the flirt/love story with Gwyneth Paltrow?', 'target': 'Tum Gwyneth Paltrow ke sath flirt/love sub story ka kya sochte ho?'}"
9698,"{'prefix': 'translate English to Hinglish: ', 'input': ""Honestly, I don't remember... remind me exactly where that happened."", 'target': 'Sach mein mujhe veh yaad nahi..mujhe yaad karwao yeh kahan hui thi'}"
9699,"{'prefix': 'translate English to Hinglish: ', 'input': 'I thought it was pointless.', 'target': 'Main sachti hu ant ki taraf. Mujhe lagta hai yeh jaroori nahi.'}"
9700,"{'prefix': 'translate English to Hinglish: ', 'input': 'But you can see the love story that comes from the beginning.', 'target': 'Lekin tum us prem kahani ko dekh sakte ho jo shuru se shuru hui.'}"
9701,"{'prefix': 'translate English to Hinglish: ', 'input': 'I find it boring when they feel compelled to add love stories to everything.', 'target': 'Jab unko lagta hai ki unhe har cheez mein prem kahani daal deni chaiye tab mujhe chid hoti hai.'}"
9702,"{'prefix': 'translate English to Hinglish: ', 'input': 'But her character still works besides the flirting.', 'target': 'Par uska charitra flirting ke baad bhi chalega.'}"
9703,"{'prefix': 'translate English to Hinglish: ', 'input': ""See that's why I only remember war thing"", 'target': 'Dekho isilye mujhe sirf ladai ki cheeze yaad hai'}"
9704,"{'prefix': 'translate English to Hinglish: ', 'input': ""I know - it's more fun to watch, more action-oriented."", 'target': 'mujhe pata hai action-oriented dekhne me jyada mazha aata hai'}"
9705,"{'prefix': 'translate English to Hinglish: ', 'input': ""What about the technology in the movies - do you like the way it's presented?"", 'target': 'movies ke technology ke baare mein kya - kya tumhe pasand hai jis tarah se woh present kiye jate hai?'}"
9706,"{'prefix': 'translate English to Hinglish: ', 'input': 'I loved the electro magnet in his heart.', 'target': 'mujhe uske dil pe lagi electro magnet se pyaar tha'}"
9707,"{'prefix': 'translate English to Hinglish: ', 'input': 'oh by the way, I love his attitude in serious fights, humor with music', 'target': 'oh waise bhi, mujhe pasand hai uska attitude serious fights mein, humor music ke saath'}"
9708,"{'prefix': 'translate English to Hinglish: ', 'input': ""I know! He's one of the best actors for super hero movies because he doesn't take himself too seriously."", 'target': 'mujhe pata hai, woh super hero movies mein sabse achcha actor hai kyunki woh apne aap ko seriously nahin leeta.'}"
9709,"{'prefix': 'translate English to Hinglish: ', 'input': 'Gotta go now - fun talking with you!', 'target': 'gotta go now - tumse baat karne mein mazha aaya!'}"
9710,"{'prefix': 'translate English to Hinglish: ', 'input': 'But she still works with flirting.', 'target': 'Par uska charitra flirting ke baad bhi chalega.'}"
9711,"{'prefix': 'translate English to Hinglish: ', 'input': ""That's why I remember war."", 'target': 'Dekho isilye mujhe sirf ladai ki cheeze yaad hai'}"
9712,"{'prefix': 'translate English to Hinglish: ', 'input': ""I know. It's more fun. It's more action-oriented."", 'target': 'mujhe pata hai action-oriented dekhne me jyada mazha aata hai'}"
9713,"{'prefix': 'translate English to Hinglish: ', 'input': 'Do you like the way movies are displayed?', 'target': 'movies ke technology ke baare mein kya - kya tumhe pasand hai jis tarah se woh present kiye jate hai?'}"
9714,"{'prefix': 'translate English to Hinglish: ', 'input': 'I love the electromagnetism in his heart.', 'target': 'mujhe uske dil pe lagi electro magnet se pyaar tha'}"
9715,"{'prefix': 'translate English to Hinglish: ', 'input': 'Oh, by the way, I like his attitude in serious fights, humorous music.', 'target': 'oh waise bhi, mujhe pasand hai uska attitude serious fights mein, humor music ke saath'}"
9716,"{'prefix': 'translate English to Hinglish: ', 'input': ""He's one of the best actors in superhero movies because he doesn't value himself very much."", 'target': 'mujhe pata hai, woh super hero movies mein sabse achcha actor hai kyunki woh apne aap ko seriously nahin leeta.'}"
9717,"{'prefix': 'translate English to Hinglish: ', 'input': 'Now, it has to start-- funny talking to you!', 'target': 'gotta go now - tumse baat karne mein mazha aaya!'}"
9718,"{'prefix': 'translate English to Hinglish: ', 'input': 'But his character still works in addition to flirting.', 'target': 'Par uska charitra flirting ke baad bhi chalega.'}"
9719,"{'prefix': 'translate English to Hinglish: ', 'input': ""That's why I only remember the war."", 'target': 'Dekho isilye mujhe sirf ladai ki cheeze yaad hai'}"
9720,"{'prefix': 'translate English to Hinglish: ', 'input': ""I know - it's more fun to see, more action-oriented."", 'target': 'mujhe pata hai action-oriented dekhne me jyada mazha aata hai'}"
9721,"{'prefix': 'translate English to Hinglish: ', 'input': 'What about technology in movies - do you like the way it presents itself?', 'target': 'movies ke technology ke baare mein kya - kya tumhe pasand hai jis tarah se woh present kiye jate hai?'}"
9722,"{'prefix': 'translate English to Hinglish: ', 'input': 'He loved electromagnet in his heart.', 'target': 'mujhe uske dil pe lagi electro magnet se pyaar tha'}"
9723,"{'prefix': 'translate English to Hinglish: ', 'input': 'Oh, by the way, I love your attitude in serious fights, humor with music.', 'target': 'oh waise bhi, mujhe pasand hai uska attitude serious fights mein, humor music ke saath'}"
9724,"{'prefix': 'translate English to Hinglish: ', 'input': ""He's one of the best actors for superhero movies because he doesn't take himself too seriously."", 'target': 'mujhe pata hai, woh super hero movies mein sabse achcha actor hai kyunki woh apne aap ko seriously nahin leeta.'}"
9725,"{'prefix': 'translate English to Hinglish: ', 'input': 'I have to go now - fun talking to you!', 'target': 'gotta go now - tumse baat karne mein mazha aaya!'}"
9726,"{'prefix': 'translate English to Hinglish: ', 'input': 'Have you seen the original Toy Story?', 'target': 'kya tumne original Toy Story dekhi hai?'}"
9727,"{'prefix': 'translate English to Hinglish: ', 'input': 'I have seen all three Toy Story movies.', 'target': 'maine teeno Toy Story movies dekhi hain.'}"
9728,"{'prefix': 'translate English to Hinglish: ', 'input': 'Have you seen the original?', 'target': 'kya tumne original dekhi hai?'}"
9729,"{'prefix': 'translate English to Hinglish: ', 'input': ""Yes.  I can't believe the first one came out in 1995!  "", 'target': 'Yes. mujhe believe nahi hota ki ye 1995 mein ayi!'}"
9730,"{'prefix': 'translate English to Hinglish: ', 'input': 'It has been a while, but they are all decent.  Toy Story 3 is, in my opinion, the best.', 'target': 'ye thoda while ho gaya, par wo sab decent hai. Toy Story 3, mere opinion mein best hai.'}"
9731,"{'prefix': 'translate English to Hinglish: ', 'input': 'You should watch it again sometime. The Potato shaped doll is voiced by Don Rickles.', 'target': 'tumhe isey kabhi dobara dekhne chahiye. Potato shaped doll ko Don Rickles ne voice kiya hai.'}"
9732,"{'prefix': 'translate English to Hinglish: ', 'input': 'I know.  He has recently passed.  He was Mr. Potato Head.', 'target': 'I know. Wo recently mar gaya. Wo Mr. Potato Head hai.'}"
9733,"{'prefix': 'translate English to Hinglish: ', 'input': 'Do you have a favorite character. ', 'target': 'kya tumhara favorite character hai.'}"
9734,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you see the original toy story?', 'target': 'kya tumne original Toy Story dekhi hai?'}"
9735,"{'prefix': 'translate English to Hinglish: ', 'input': ""I've seen these three stories."", 'target': 'maine teeno Toy Story movies dekhi hain.'}"
9736,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you see the original?', 'target': 'kya tumne original dekhi hai?'}"
9737,"{'prefix': 'translate English to Hinglish: ', 'input': ""I can't believe the first one was born in 1995."", 'target': 'Yes. mujhe believe nahi hota ki ye 1995 mein ayi!'}"
9738,"{'prefix': 'translate English to Hinglish: ', 'input': ""Long time no see, but they're all decent."", 'target': 'ye thoda while ho gaya, par wo sab decent hai. Toy Story 3, mere opinion mein best hai.'}"
9739,"{'prefix': 'translate English to Hinglish: ', 'input': 'The potato-shaped doll was told by Don Ricks.', 'target': 'tumhe isey kabhi dobara dekhne chahiye. Potato shaped doll ko Don Rickles ne voice kiya hai.'}"
9740,"{'prefix': 'translate English to Hinglish: ', 'input': ""I know he died recently. He's Mr. Potato Head."", 'target': 'I know. Wo recently mar gaya. Wo Mr. Potato Head hai.'}"
9741,"{'prefix': 'translate English to Hinglish: ', 'input': ""There's a favorite character."", 'target': 'kya tumhara favorite character hai.'}"
9742,"{'prefix': 'translate English to Hinglish: ', 'input': 'Have you seen the story of the original toy?', 'target': 'kya tumne original Toy Story dekhi hai?'}"
9743,"{'prefix': 'translate English to Hinglish: ', 'input': 'I saw the three Toy Story movies.', 'target': 'maine teeno Toy Story movies dekhi hain.'}"
9744,"{'prefix': 'translate English to Hinglish: ', 'input': ""I can't believe the first one was released in 1995!"", 'target': 'Yes. mujhe believe nahi hota ki ye 1995 mein ayi!'}"
9745,"{'prefix': 'translate English to Hinglish: ', 'input': 'Toy Story 3 is, in my opinion, the best.', 'target': 'ye thoda while ho gaya, par wo sab decent hai. Toy Story 3, mere opinion mein best hai.'}"
9746,"{'prefix': 'translate English to Hinglish: ', 'input': 'The potato-shaped doll is expressed by Don Rickles.', 'target': 'tumhe isey kabhi dobara dekhne chahiye. Potato shaped doll ko Don Rickles ne voice kiya hai.'}"
9747,"{'prefix': 'translate English to Hinglish: ', 'input': 'He lived recently, he was the leader of Mr. Pope.', 'target': 'I know. Wo recently mar gaya. Wo Mr. Potato Head hai.'}"
9748,"{'prefix': 'translate English to Hinglish: ', 'input': 'You have a favorite character.', 'target': 'kya tumhara favorite character hai.'}"
9749,"{'prefix': 'translate English to Hinglish: ', 'input': 'Tom Hanks as Woody actually makes to the doll, Woody believable as a character.', 'target': 'Tom Hanks as Woody actually doll tak pahunch jaata hai, Woody as a character believable hai.'}"
9750,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think Tom Hanks was wonderful.  Although I think Tim Allen deserves a lot of credit as well.', 'target': 'I think Tom Hanks wonderful hain. Although mujhe lagta hai Tim Allen lot of credit deserve karta hai.'}"
9751,"{'prefix': 'translate English to Hinglish: ', 'input': 'Where do you rank the movie among Pixar movies?', 'target': 'pixar movie ka rank aapko kya khayal hein?'}"
9752,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you know that Joss Whedon and Joel Cohen wrote some of the screenplay?', 'target': 'joss whedon aur joel cohen ne kuch screenplay likha hein, kya aapko patha hein?'}"
9753,"{'prefix': 'translate English to Hinglish: ', 'input': ""I did not know that.  Joss Whedon is good.  I don't know Joel Cohen.  I was a big Buffy fan."", 'target': 'muje nahi patha... joss whedon tho ache hein... muje joel cohen ke baare mein kuch nahi patha.. mein buffy ka badi fan hoon'}"
9754,"{'prefix': 'translate English to Hinglish: ', 'input': 'According to critics it is one of the best animated movies in recent memory with all these actors.', 'target': 'critics ke anusar, yeh yek best animated movies hein,'}"
9755,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes, but what do you think about it?  Is it one of your favorites?', 'target': 'acha, tho aapka kya khayal hein? aapka kya favorites?'}"
9756,"{'prefix': 'translate English to Hinglish: ', 'input': ""On rotten tomatoes it has a 100% fresh rating and Cinema Score gave it an A.  I would say that means it's pretty good."", 'target': 'rotten tomatoes tho 100% fresh rating diya, cinema score ne A diya, dono pretty good hein'}"
9757,"{'prefix': 'translate English to Hinglish: ', 'input': ""Tom Hanks is like Woody turned into a doll. Woody's like a character."", 'target': 'Tom Hanks as Woody actually doll tak pahunch jaata hai, Woody as a character believable hai.'}"
9758,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think Tom Hanks is great, even though I think Tim Allen deserves credit.', 'target': 'I think Tom Hanks wonderful hain. Although mujhe lagta hai Tim Allen lot of credit deserve karta hai.'}"
9759,"{'prefix': 'translate English to Hinglish: ', 'input': 'Where did you put the movie?', 'target': 'pixar movie ka rank aapko kya khayal hein?'}"
9760,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you know that José Wheaton and Joel Cohen wrote something about the script?', 'target': 'joss whedon aur joel cohen ne kuch screenplay likha hein, kya aapko patha hein?'}"
9761,"{'prefix': 'translate English to Hinglish: ', 'input': ""Joss Whedon's fine. I didn't know Joel Cohen was a Buffy fan."", 'target': 'muje nahi patha... joss whedon tho ache hein... muje joel cohen ke baare mein kuch nahi patha.. mein buffy ka badi fan hoon'}"
9762,"{'prefix': 'translate English to Hinglish: ', 'input': 'The film is one of the last most wonderful animations of all of these actors.', 'target': 'critics ke anusar, yeh yek best animated movies hein,'}"
9763,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yeah, but what do you think?', 'target': 'acha, tho aapka kya khayal hein? aapka kya favorites?'}"
9764,"{'prefix': 'translate English to Hinglish: ', 'input': ""On the lazy tomatoes, there's a 100% new score in the film with an A, and I'd like to say it's pretty good."", 'target': 'rotten tomatoes tho 100% fresh rating diya, cinema score ne A diya, dono pretty good hein'}"
9765,"{'prefix': 'translate English to Hinglish: ', 'input': 'Tom Hanks like Woody really makes the doll, Woody credible as a character.', 'target': 'Tom Hanks as Woody actually doll tak pahunch jaata hai, Woody as a character believable hai.'}"
9766,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think Tom Hanks was wonderful, although I think Tim Allen deserves a lot of credit, too.', 'target': 'I think Tom Hanks wonderful hain. Although mujhe lagta hai Tim Allen lot of credit deserve karta hai.'}"
9767,"{'prefix': 'translate English to Hinglish: ', 'input': ""Where do you rank the film among Pixar's films?"", 'target': 'pixar movie ka rank aapko kya khayal hein?'}"
9768,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you know that Joss Whedon and Joel Cohen wrote something about the script?', 'target': 'joss whedon aur joel cohen ne kuch screenplay likha hein, kya aapko patha hein?'}"
9769,"{'prefix': 'translate English to Hinglish: ', 'input': ""Joss Whedon is good. I don't know Joel Cohen. I was a big fan of Buffy."", 'target': 'muje nahi patha... joss whedon tho ache hein... muje joel cohen ke baare mein kuch nahi patha.. mein buffy ka badi fan hoon'}"
9770,"{'prefix': 'translate English to Hinglish: ', 'input': 'According to critics, it is one of the best animated films in recent memory with all these actors.', 'target': 'critics ke anusar, yeh yek best animated movies hein,'}"
9771,"{'prefix': 'translate English to Hinglish: ', 'input': 'But what do you think, is that one of your favorites?', 'target': 'acha, tho aapka kya khayal hein? aapka kya favorites?'}"
9772,"{'prefix': 'translate English to Hinglish: ', 'input': ""In rotten tomatoes it has a 100% fresh note and Cinema Score gave it an A. I'd say that means it's pretty good."", 'target': 'rotten tomatoes tho 100% fresh rating diya, cinema score ne A diya, dono pretty good hein'}"
9773,"{'prefix': 'translate English to Hinglish: ', 'input': ""I understand, but did you watch it and form your own opinion.  I mean 100% just means a lot of critics liked it more than disliked it.  It doesn't mean critics thought it was one of the best of all time, you know."", 'target': 'mein samaj raha hoon, lekin mere opinion se muje dekhna pasand hein.. i mean 100% tho kahi critics like karthe honge, kuch dislike bhi karthe honge.. mein critics ke thought ko mean nahi kartha lekin muje best chahiye'}"
9774,"{'prefix': 'translate English to Hinglish: ', 'input': 'Need a human for that.', 'target': 'human ko chahiye'}"
9775,"{'prefix': 'translate English to Hinglish: ', 'input': ""One of the best scenes is when Buzz is first introduced to the characters. It's pretty funny that he thinks he's an actual space ranger."", 'target': 'best scene tho  jab buzz ne us characters ko introduced kiya.. pretty funny hein aur soch raha tha ki voh actual space ranger hein'}"
